season,round,circuitId,raceName,date,driverId,constructorId,grid,position,points,status,is_winner,positions_gained,driver_form_points,driver_form_position,avg_positions_gained,constructor_form_points
2019,10,Silverstone,British Grand Prix,2019-07-14,MAG,Haas F1 Team,16,20,0.0,Collision,0,-4,0.0,17.666666666666668,-9.333333333333334,0.0
2019,10,Silverstone,British Grand Prix,2019-07-14,KVY,Toro Rosso,17,9,2.0,Finished,0,8,1.0,13.666666666666666,1.3333333333333333,1.0
2019,10,Silverstone,British Grand Prix,2019-07-14,STR,Racing Point,18,13,0.0,Finished,0,5,2.0,12.0,4.0,2.0
2019,10,Silverstone,British Grand Prix,2019-07-14,RUS,Williams,19,14,0.0,+1 Lap,0,5,0.0,17.666666666666668,-5.0,0.0
2019,10,Silverstone,British Grand Prix,2019-07-14,KUB,Williams,20,15,0.0,+1 Lap,0,5,0.0,18.666666666666668,-0.6666666666666666,0.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,HAM,Mercedes,1,9,2.0,Finished,0,-8,61.0,2.3333333333333335,0.0,112.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,VER,Red Bull Racing,2,1,26.0,Finished,1,1,48.0,3.3333333333333335,0.0,67.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,BOT,Mercedes,3,15,0.0,Accident,0,-12,51.0,2.3333333333333335,-0.3333333333333333,112.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,GAS,Red Bull Racing,4,14,0.0,Collision,0,-10,19.0,7.0,0.3333333333333333,67.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,RAI,Alfa Romeo Racing,5,12,0.0,Finished,0,-7,12.0,8.0,2.0,13.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,GRO,Haas F1 Team,6,7,6.0,Finished,0,-1,0.0,18.333333333333332,-4.666666666666667,0.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,SAI,McLaren,7,5,10.0,Finished,0,2,20.0,6.666666666666667,6.0,30.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,PER,Racing Point,8,20,0.0,Spun off,0,-12,0.0,13.333333333333334,0.6666666666666666,0.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,HUL,Renault,9,16,0.0,Accident,0,-7,5.0,10.333333333333334,2.3333333333333335,11.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,LEC,Ferrari,10,17,0.0,Accident,0,-7,48.0,2.6666666666666665,-0.3333333333333333,71.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,GIO,Alfa Romeo Racing,11,13,0.0,Finished,0,-2,1.0,14.666666666666666,-5.333333333333333,13.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,MAG,Haas F1 Team,12,8,4.0,Finished,0,4,0.0,18.666666666666668,-5.0,0.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,RIC,Renault,13,19,0.0,Exhaust,0,-6,6.0,10.0,-1.0,11.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,KVY,Toro Rosso,14,3,15.0,Finished,0,11,2.0,13.333333333333334,4.0,2.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,STR,Racing Point,15,4,12.0,Finished,0,11,0.0,13.333333333333334,3.0,0.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,ALB,Toro Rosso,16,6,8.0,Finished,0,10,0.0,14.0,-1.3333333333333333,2.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,RUS,Williams,17,11,0.0,Finished,0,6,0.0,17.0,-4.0,0.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,KUB,Williams,18,10,1.0,Finished,0,8,0.0,17.666666666666668,0.6666666666666666,0.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,NOR,McLaren,19,18,0.0,Power loss,0,1,10.0,8.666666666666666,-2.6666666666666665,30.0
2019,11,Hockenheim,German Grand Prix,2019-07-28,VET,Ferrari,20,2,18.0,Finished,0,18,23.0,8.333333333333334,-1.0,71.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,VER,Red Bull Racing,1,2,19.0,Finished,0,-1,62.0,2.3333333333333335,0.3333333333333333,80.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,BOT,Mercedes,2,8,4.0,+1 Lap,0,-6,33.0,6.666666666666667,-4.333333333333333,71.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,HAM,Mercedes,3,1,25.0,Finished,1,2,38.0,5.0,-2.6666666666666665,71.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,LEC,Ferrari,4,4,12.0,Finished,0,0,33.0,7.333333333333333,-2.6666666666666665,63.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,VET,Ferrari,5,3,15.0,Finished,0,2,30.0,7.333333333333333,4.333333333333333,63.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,GAS,Red Bull Racing,6,6,8.0,+1 Lap,0,0,18.0,8.333333333333334,-2.6666666666666665,80.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,NOR,McLaren,7,9,2.0,+1 Lap,0,-2,8.0,11.666666666666666,-1.0,30.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,SAI,McLaren,8,5,10.0,+1 Lap,0,3,22.0,6.333333333333333,6.666666666666667,30.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,GRO,Haas F1 Team,9,20,0.0,Water pressure,0,-11,6.0,14.0,-3.6666666666666665,10.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,RAI,Alfa Romeo Racing,10,7,6.0,+1 Lap,0,3,6.0,9.666666666666666,-2.0,7.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,HUL,Renault,11,12,0.0,+1 Lap,0,-1,1.0,13.0,-1.6666666666666667,7.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,ALB,Toro Rosso,12,10,1.0,+1 Lap,0,2,8.0,11.0,3.3333333333333335,25.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,KVY,Toro Rosso,13,15,0.0,+2 Laps,0,-2,17.0,9.666666666666666,6.0,25.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,MAG,Haas F1 Team,14,13,0.0,+1 Lap,0,1,4.0,15.666666666666666,-3.0,10.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,RUS,Williams,15,16,0.0,+2 Laps,0,-1,0.0,14.333333333333334,-2.3333333333333335,1.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,PER,Racing Point,16,11,0.0,+1 Lap,0,5,0.0,16.0,-4.0,12.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,GIO,Alfa Romeo Racing,17,18,0.0,+2 Laps,0,-1,1.0,13.666666666666666,-4.0,7.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,STR,Racing Point,18,17,0.0,+2 Laps,0,1,12.0,10.333333333333334,5.333333333333333,12.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,KUB,Williams,19,19,0.0,+3 Laps,0,0,1.0,15.0,3.3333333333333335,1.0
2019,12,Budapest,Hungarian Grand Prix,2019-08-04,RIC,Renault,20,14,0.0,+1 Lap,0,6,6.0,12.666666666666666,-2.0,7.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,KUB,Williams,0,17,0.0,+1 Lap,0,-17,1.0,14.666666666666666,4.333333333333333,1.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,LEC,Ferrari,1,1,25.0,Finished,1,0,27.0,8.0,-2.3333333333333335,60.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,VET,Ferrari,2,4,13.0,Finished,0,-2,33.0,7.0,3.3333333333333335,60.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,HAM,Mercedes,3,2,18.0,Finished,0,1,53.0,3.6666666666666665,-1.6666666666666667,75.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,BOT,Mercedes,4,3,15.0,Finished,0,1,22.0,8.333333333333334,-6.333333333333333,75.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,VER,Red Bull Racing,5,20,0.0,Accident,0,-15,55.0,2.6666666666666665,-0.3333333333333333,75.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,RAI,Alfa Romeo Racing,6,16,0.0,+1 Lap,0,-10,10.0,9.0,0.0,10.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,PER,Racing Point,7,6,8.0,Finished,0,1,0.0,16.0,-3.0,12.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,MAG,Haas F1 Team,8,12,0.0,+1 Lap,0,-4,4.0,13.666666666666666,0.3333333333333333,10.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,GRO,Haas F1 Team,9,13,0.0,+1 Lap,0,-4,6.0,15.333333333333334,-5.666666666666667,10.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,RIC,Renault,10,14,0.0,+1 Lap,0,-4,6.0,13.333333333333334,0.0,7.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,NOR,McLaren,11,11,0.0,Engine,0,0,2.0,12.666666666666666,-1.3333333333333333,30.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,HUL,Renault,12,8,4.0,Finished,0,4,1.0,12.666666666666666,-2.6666666666666665,7.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,GAS,Toro Rosso,13,9,2.0,Finished,0,4,20.0,8.0,-3.0,26.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,RUS,Williams,14,15,0.0,+1 Lap,0,-1,0.0,13.666666666666666,3.3333333333333335,1.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,SAI,McLaren,15,19,0.0,Power loss,0,-4,28.0,5.333333333333333,4.0,30.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,STR,Racing Point,16,10,1.0,Finished,0,6,12.0,11.333333333333334,5.666666666666667,12.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,ALB,Red Bull Racing,17,5,10.0,Finished,0,12,9.0,9.333333333333334,3.0,75.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,GIO,Alfa Romeo Racing,18,18,0.0,Accident,0,0,0.0,16.333333333333332,-3.3333333333333335,10.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,2019-09-01,KVY,Toro Rosso,19,7,6.0,Finished,0,12,17.0,9.0,5.666666666666667,26.0
2019,14,Monza,Italian Grand Prix,2019-09-08,RAI,Alfa Romeo Racing,0,15,0.0,+1 Lap,0,-15,6.0,11.666666666666666,-4.666666666666667,6.0
2019,14,Monza,Italian Grand Prix,2019-09-08,LEC,Ferrari,1,1,25.0,Finished,1,0,37.0,7.333333333333333,-2.3333333333333335,83.0
2019,14,Monza,Italian Grand Prix,2019-09-08,HAM,Mercedes,2,3,16.0,Finished,0,-1,45.0,4.0,-1.6666666666666667,64.0
2019,14,Monza,Italian Grand Prix,2019-09-08,BOT,Mercedes,3,2,18.0,Finished,0,1,19.0,8.666666666666666,-5.666666666666667,64.0
2019,14,Monza,Italian Grand Prix,2019-09-08,VET,Ferrari,4,13,0.0,+1 Lap,0,-9,46.0,3.0,6.0,83.0
2019,14,Monza,Italian Grand Prix,2019-09-08,RIC,Renault,5,4,12.0,Finished,0,1,0.0,15.666666666666666,-1.3333333333333333,4.0
2019,14,Monza,Italian Grand Prix,2019-09-08,HUL,Renault,6,5,10.0,Finished,0,1,4.0,12.0,-1.3333333333333333,4.0
2019,14,Monza,Italian Grand Prix,2019-09-08,SAI,McLaren,7,20,0.0,Wheel,0,-13,20.0,9.666666666666666,0.3333333333333333,22.0
2019,14,Monza,Italian Grand Prix,2019-09-08,ALB,Red Bull Racing,8,6,8.0,Finished,0,2,19.0,7.0,8.0,63.0
2019,14,Monza,Italian Grand Prix,2019-09-08,STR,Racing Point,9,12,0.0,+1 Lap,0,-3,13.0,10.333333333333334,6.0,21.0
2019,14,Monza,Italian Grand Prix,2019-09-08,GIO,Alfa Romeo Racing,10,9,2.0,+1 Lap,0,1,0.0,16.333333333333332,-1.0,6.0
2019,14,Monza,Italian Grand Prix,2019-09-08,MAG,Haas F1 Team,11,18,0.0,Hydraulics,0,-7,4.0,11.0,0.3333333333333333,10.0
2019,14,Monza,Italian Grand Prix,2019-09-08,KVY,Toro Rosso,12,19,0.0,Engine,0,-7,21.0,8.333333333333334,7.0,32.0
2019,14,Monza,Italian Grand Prix,2019-09-08,GRO,Haas F1 Team,13,16,0.0,+1 Lap,0,-3,6.0,13.333333333333334,-5.333333333333333,10.0
2019,14,Monza,Italian Grand Prix,2019-09-08,RUS,Williams,14,14,0.0,+1 Lap,0,0,0.0,14.0,1.3333333333333333,1.0
2019,14,Monza,Italian Grand Prix,2019-09-08,KUB,Williams,15,17,0.0,+2 Laps,0,-2,1.0,15.333333333333334,-3.0,1.0
2019,14,Monza,Italian Grand Prix,2019-09-08,NOR,McLaren,16,10,1.0,+1 Lap,0,6,2.0,12.666666666666666,-0.3333333333333333,22.0
2019,14,Monza,Italian Grand Prix,2019-09-08,GAS,Toro Rosso,17,11,0.0,+1 Lap,0,6,10.0,9.666666666666666,-2.0,32.0
2019,14,Monza,Italian Grand Prix,2019-09-08,PER,Racing Point,18,7,6.0,Finished,0,11,8.0,12.333333333333334,-2.0,21.0
2019,14,Monza,Italian Grand Prix,2019-09-08,VER,Red Bull Racing,19,8,4.0,Finished,0,11,45.0,7.666666666666667,-5.0,63.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,LEC,Ferrari,1,2,18.0,Finished,0,-1,62.0,2.0,0.0,90.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,HAM,Mercedes,2,4,12.0,Finished,0,-2,59.0,2.0,0.6666666666666666,96.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,VET,Ferrari,3,1,25.0,Finished,1,2,28.0,6.666666666666667,-3.0,90.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,VER,Red Bull Racing,4,3,15.0,Finished,0,1,23.0,10.0,-1.6666666666666667,49.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,BOT,Mercedes,5,5,10.0,Finished,0,0,37.0,4.333333333333333,-1.3333333333333333,96.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,ALB,Red Bull Racing,6,6,8.0,Finished,0,0,19.0,7.0,5.333333333333333,49.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,SAI,McLaren,7,12,0.0,Finished,0,-5,10.0,14.666666666666666,-4.666666666666667,13.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,HUL,Renault,8,9,2.0,Finished,0,-1,14.0,8.333333333333334,1.3333333333333333,26.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,NOR,McLaren,9,7,6.0,Finished,0,2,3.0,10.0,1.3333333333333333,13.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,GIO,Alfa Romeo Racing,10,10,1.0,Finished,0,0,2.0,15.0,0.0,8.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,GAS,Toro Rosso,11,8,4.0,Finished,0,3,10.0,8.666666666666666,3.3333333333333335,9.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,RAI,Alfa Romeo Racing,12,18,0.0,Collision,0,-6,6.0,12.666666666666666,-7.333333333333333,8.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,MAG,Haas F1 Team,13,17,0.0,Finished,0,-4,0.0,14.333333333333334,-3.3333333333333335,0.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,KVY,Toro Rosso,14,15,0.0,Finished,0,-1,6.0,13.666666666666666,1.0,9.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,PER,Racing Point,15,19,0.0,Engine,0,-4,14.0,8.0,5.666666666666667,15.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,STR,Racing Point,16,13,0.0,Finished,0,3,1.0,13.0,1.3333333333333333,15.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,GRO,Haas F1 Team,17,11,0.0,Finished,0,6,0.0,16.333333333333332,-6.0,0.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,RUS,Williams,18,20,0.0,Collision,0,-2,0.0,15.0,-0.6666666666666666,0.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,KUB,Williams,19,16,0.0,Finished,0,3,0.0,17.666666666666668,-6.333333333333333,0.0
2019,15,Singapore,Singapore Grand Prix,2019-09-22,RIC,Renault,20,14,0.0,Finished,0,6,12.0,10.666666666666666,1.0,26.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,ALB,Red Bull Racing,0,5,10.0,Finished,0,-5,26.0,5.666666666666667,4.666666666666667,45.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,LEC,Ferrari,1,3,15.0,Finished,0,-2,68.0,1.3333333333333333,-0.3333333333333333,106.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,HAM,Mercedes,2,1,26.0,Finished,1,1,46.0,3.0,-0.6666666666666666,89.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,VET,Ferrari,3,18,0.0,Power loss,0,-15,38.0,6.0,-3.0,106.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,BOT,Mercedes,4,2,18.0,Finished,0,2,43.0,3.3333333333333335,0.6666666666666666,89.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,SAI,McLaren,5,6,8.0,Finished,0,-1,0.0,17.0,-7.333333333333333,7.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,HUL,Renault,6,10,1.0,Finished,0,-4,16.0,7.333333333333333,1.3333333333333333,28.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,NOR,McLaren,7,8,4.0,Finished,0,-1,7.0,9.333333333333334,2.6666666666666665,7.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,GRO,Haas F1 Team,8,20,0.0,Collision,0,-12,0.0,13.333333333333334,-0.3333333333333333,0.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,VER,Red Bull Racing,9,4,12.0,Finished,0,5,19.0,10.333333333333334,-1.0,45.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,RIC,Renault,10,19,0.0,Collision,0,-9,12.0,10.666666666666666,1.0,28.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,PER,Racing Point,11,7,6.0,Finished,0,4,14.0,10.666666666666666,2.6666666666666665,15.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,GIO,Alfa Romeo Racing,12,15,0.0,Finished,0,-3,3.0,12.333333333333334,0.3333333333333333,3.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,MAG,Haas F1 Team,13,9,2.0,Finished,0,4,0.0,15.666666666666666,-5.0,0.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,STR,Racing Point,14,11,0.0,Finished,0,3,1.0,11.666666666666666,2.0,15.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,RAI,Alfa Romeo Racing,15,13,0.0,Finished,0,2,0.0,16.333333333333332,-10.333333333333334,3.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,GAS,Toro Rosso,16,14,0.0,Finished,0,2,6.0,9.333333333333334,4.333333333333333,12.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,RUS,Williams,17,17,0.0,Brakes,0,0,0.0,16.333333333333332,-1.0,0.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,KUB,Williams,18,16,0.0,Brakes,0,2,0.0,16.666666666666668,-5.333333333333333,0.0
2019,16,Sochi,Russian Grand Prix,2019-09-29,KVY,Toro Rosso,19,12,0.0,Finished,0,7,6.0,13.666666666666666,1.3333333333333333,12.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,KUB,Williams,0,17,0.0,+2 Laps,0,-17,0.0,16.333333333333332,1.0,0.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,VET,Ferrari,1,2,18.0,Finished,0,-1,25.0,10.666666666666666,-7.333333333333333,83.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,LEC,Ferrari,2,6,8.0,+1 Lap,0,-4,58.0,2.0,-1.0,83.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,BOT,Mercedes,3,1,25.0,Finished,1,2,46.0,3.0,1.0,100.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,HAM,Mercedes,4,3,16.0,Finished,0,1,54.0,2.6666666666666665,-0.6666666666666666,100.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,VER,Red Bull Racing,5,18,0.0,Brakes,0,-13,31.0,5.0,5.666666666666667,57.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,ALB,Red Bull Racing,6,4,12.0,Finished,0,2,26.0,5.666666666666667,-1.0,57.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,SAI,McLaren,7,5,10.0,Finished,0,2,8.0,12.666666666666666,-6.333333333333333,19.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,NOR,McLaren,8,11,0.0,+1 Lap,0,-3,11.0,8.333333333333334,2.3333333333333335,19.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,GAS,Toro Rosso,9,7,6.0,+1 Lap,0,2,4.0,11.0,3.6666666666666665,4.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,GRO,Haas F1 Team,10,13,0.0,+1 Lap,0,-3,0.0,15.666666666666666,-3.0,2.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,GIO,Alfa Romeo Racing,11,14,0.0,+1 Lap,0,-3,3.0,11.333333333333334,-0.6666666666666666,3.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,STR,Racing Point,12,9,2.0,+1 Lap,0,3,0.0,12.0,1.0,12.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,RAI,Alfa Romeo Racing,13,12,0.0,+1 Lap,0,1,0.0,15.333333333333334,-6.333333333333333,3.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,KVY,Toro Rosso,14,10,1.0,+1 Lap,0,4,0.0,15.333333333333334,-0.3333333333333333,4.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,HUL,Renault,15,20,0.0,Disqualified,0,-5,13.0,8.0,-1.3333333333333333,25.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,RIC,Renault,16,19,0.0,Disqualified,0,-3,12.0,12.333333333333334,-0.6666666666666666,25.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,PER,Racing Point,17,8,4.0,+1 Lap,0,9,12.0,11.0,3.6666666666666665,12.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,RUS,Williams,18,16,0.0,+2 Laps,0,2,0.0,17.0,-0.6666666666666666,0.0
2019,17,Suzuka,Japanese Grand Prix,2019-10-13,MAG,Haas F1 Team,19,15,0.0,+1 Lap,0,4,2.0,14.666666666666666,-2.3333333333333335,2.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,LEC,Ferrari,1,4,13.0,Finished,0,-3,41.0,3.6666666666666665,-2.3333333333333335,84.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,VET,Ferrari,2,2,18.0,Finished,0,0,43.0,7.0,-4.666666666666667,84.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,HAM,Mercedes,3,1,25.0,Finished,1,2,54.0,2.6666666666666665,0.0,107.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,VER,Red Bull Racing,4,6,8.0,Finished,0,-2,27.0,8.333333333333334,-2.3333333333333335,57.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,ALB,Red Bull Racing,5,5,10.0,Finished,0,0,30.0,5.0,-1.0,57.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,BOT,Mercedes,6,3,15.0,Finished,0,3,53.0,2.6666666666666665,1.3333333333333333,107.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,SAI,McLaren,7,13,0.0,+1 Lap,0,-6,18.0,7.666666666666667,-1.3333333333333333,28.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,NOR,McLaren,8,20,0.0,Withdrew,0,-12,10.0,8.666666666666666,-0.6666666666666666,28.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,KVY,Toro Rosso,9,11,0.0,+1 Lap,0,-2,1.0,12.333333333333334,3.3333333333333335,11.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,GAS,Toro Rosso,10,9,2.0,+1 Lap,0,1,10.0,9.666666666666666,2.3333333333333335,11.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,PER,Racing Point,11,7,6.0,Finished,0,4,10.0,11.333333333333334,3.0,12.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,HUL,Renault,12,10,1.0,+1 Lap,0,2,3.0,13.0,-3.3333333333333335,3.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,RIC,Renault,13,8,4.0,Finished,0,5,0.0,17.333333333333332,-2.0,3.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,RAI,Alfa Romeo Racing,14,19,0.0,Overheating,0,-5,0.0,14.333333333333334,-1.0,1.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,GIO,Alfa Romeo Racing,15,14,0.0,+1 Lap,0,1,1.0,13.0,-2.0,1.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,STR,Racing Point,16,12,0.0,+1 Lap,0,4,2.0,11.0,3.0,12.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,MAG,Haas F1 Team,17,15,0.0,+2 Laps,0,2,2.0,13.666666666666666,1.3333333333333333,2.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,GRO,Haas F1 Team,18,17,0.0,+2 Laps,0,1,0.0,14.666666666666666,-3.0,2.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,RUS,Williams,19,16,0.0,+2 Laps,0,3,0.0,17.666666666666668,0.0,0.0
2019,18,Mexico City,Mexican Grand Prix,2019-10-27,KUB,Williams,20,18,0.0,+2 Laps,0,2,0.0,16.333333333333332,-4.0,0.0
2019,19,Austin,United States Grand Prix,2019-11-03,PER,Racing Point,0,10,1.0,+1 Lap,0,-10,16.0,7.333333333333333,5.666666666666667,18.0
2019,19,Austin,United States Grand Prix,2019-11-03,BOT,Mercedes,1,1,25.0,Finished,1,0,58.0,2.0,2.3333333333333335,125.0
2019,19,Austin,United States Grand Prix,2019-11-03,VET,Ferrari,2,20,0.0,Suspension,0,-18,36.0,7.333333333333333,-5.333333333333333,72.0
2019,19,Austin,United States Grand Prix,2019-11-03,VER,Red Bull Racing,3,3,15.0,Finished,0,0,20.0,9.333333333333334,-3.3333333333333335,52.0
2019,19,Austin,United States Grand Prix,2019-11-03,LEC,Ferrari,4,4,13.0,Finished,0,0,36.0,4.333333333333333,-3.0,72.0
2019,19,Austin,United States Grand Prix,2019-11-03,HAM,Mercedes,5,2,18.0,Finished,0,3,67.0,1.6666666666666667,1.3333333333333333,125.0
2019,19,Austin,United States Grand Prix,2019-11-03,ALB,Red Bull Racing,6,5,10.0,Finished,0,1,32.0,4.666666666666667,-1.0,52.0
2019,19,Austin,United States Grand Prix,2019-11-03,SAI,McLaren,7,8,4.0,+1 Lap,0,-1,18.0,8.0,-1.6666666666666667,22.0
2019,19,Austin,United States Grand Prix,2019-11-03,NOR,McLaren,8,7,6.0,Finished,0,1,4.0,13.0,-5.333333333333333,22.0
2019,19,Austin,United States Grand Prix,2019-11-03,RIC,Renault,9,6,8.0,Finished,0,3,4.0,15.333333333333334,-2.3333333333333335,6.0
2019,19,Austin,United States Grand Prix,2019-11-03,GAS,Toro Rosso,10,16,0.0,Suspension,0,-6,8.0,10.0,1.6666666666666667,9.0
